MFL,201703140437,GNT,False
JAX,201701222345,HIG,True
JAX,201706072250,GNT,False
JAX,201701221822,HIG,False
JAX,201701221400,HIG,False
JAX,201701221425,HIG,False
JAX,201609020409,SLT,False
JAX,201701221338,HIG,False
JAX,201705231844,SLT,False
JAX,201705041941,MGL,False
JAX,201701222327,HIG,False
JAX,201705240055,SLT,False
JAX,201704060158,ENH,False
JAX,201705232042,SLT,False
JAX,201705041915,MGL,False
JAX,201705232338,SLT,False
JAX,201701221109,SLT,False
CHS,201705232352,SLT,False
CHS,201609020723,SLT,True
CHS,201704060225,ENH,False
CHS,201609020738,SLT,True
CHS,201704060327,ENH,False
CHS,201709111411,SLT,False
CHS,201609020800,MGL,False
CHS,201704060248,ENH,False
CHS,201705240107,SLT,False
CHS,201705232141,SLT,True
CHS,201610071708,GNT,False
CHS,201609020730,MGL,False
CHS,201705232112,SLT,False
CHS,201602032212,MGL,False
CHS,201705232047,SLT,False
CHS,201701211944,ENH,True
JAX,201704052221,MOD,False
JAX,201701211932,ENH,False
JAX,201705232258,SLT,False
JAX,201701221011,ENH,False
JAX,201701221221,HIG,False
JAX,201705231930,SLT,False
JAX,201701220937,ENH,False
JAX,201705232232,SLT,False
JAX,201705231915,SLT,False
JAX,201701221043,ENH,True
JAX,201705231852,SLT,False
JAX,201602032035,MGL,False
JAX,201705041732,MGL,True
JAX,201705231834,SLT,False
JAX,201602240957,MGL,False
JAX,201701221007,ENH,False
JAX,201704052203,MOD,False
FFC,201511022127,MGL,True
FFC,201704052148,MOD,False
FFC,201511022100,MGL,True
FFC,201708302027,GNT,False
TAE,201511022100,MGL,False
FFC,201602240820,SLT,False
FFC,201705231747,SLT,True
FFC,201701222042,HIG,True
FFC,201704051854,MOD,False
TAE,201704051837,MOD,False
TAE,201705231722,SLT,False
TAE,201602240812,SLT,False
TAE,201701220744,ENH,False
TAE,201701222040,HIG,True
TAE,201701030333,SLT,True
TAE,201602240742,SLT,False
TAE,201701220727,ENH,False
TAE,201701221000,ENH,False
TAE,201701222042,HIG,False
TAE,201511012125,GNT,True
TAE,201701220810,ENH,True
TAE,201701221147,ENH,True
TAE,201705041619,MGL,False
TAE,201701220834,ENH,True
TAE,201705041641,MGL,False
JAX,201701221212,HIG,False
JAX,201701220900,ENH,True
JAX,201705232005,SLT,False
JAX,201705232028,SLT,False
JAX,201604012114,SLT,True
JAX,201705232346,SLT,False
JAX,201701222227,HIG,False
JAX,201705240015,SLT,False
JAX,201705232025,SLT,False
JAX,201701222256,HIG,False
JAX,201701221753,HIG,False
JAX,201701221225,HIG,False
JAX,201701221321,HIG,False
JAX,201701221650,HIG,False
JAX,201504191825,SLT,False
JAX,201701221257,HIG,False
JAX,201701221703,HIG,False
JAX,201701221441,HIG,False
JAX,201701221416,HIG,False
JAX,201705132347,MGL,False
JAX,201705231900,MGL,False
JAX,201701221428,HIG,False
JAX,201701221327,HIG,False
JAX,201701221357,HIG,False
JAX,201701221536,HIG,False
TAE,201701221210,HIG,False
TAE,201701221327,HIG,False
TAE,201701221305,HIG,False
TAE,201701220749,ENH,True
TAE,201701221252,HIG,False
JAX,201504251634,SLT,False
JAX,201604020742,SLT,False
TAE,201504251630,SLT,False
TAE,201504251624,SLT,False
TAE,201509121402,SLT,False
TAE,201702080037,MGL,False
TAE,201609020248,SLT,False
TAE,201609020034,SLT,True
TAE,201609020051,SLT,False
TAE,201702080059,MGL,False
TAE,201609020158,SLT,False
TAE,201609020107,SLT,False
JAX,201701030950,GNT,False
JAX,201504251700,SLT,False
JAX,201504251729,SLT,False
JAX,201705240053,MGL,False
JAX,201504251757,SLT,False
JAX,201606061801,SLT,False
JAX,201504251906,SLT,False
JAX,201609021509,MGL,False
JAX,201701230027,HIG,False
JAX,201707292004,GNT,False
JAX,201612061335,MGL,False
JAX,201606061920,SLT,True
JAX,201709110736,SLT,False
JAX,201610071436,GNT,False
JAX,201701032050,GNT,False
JAX,201608041757,GNT,True
JAX,201709110634,MGL,True
JAX,201606061936,SLT,False
JAX,201701222314,HIG,True
JAX,201705221926,GNT,False
JAX,201605191918,GNT,False
JAX,201709110918,MGL,False
JAX,201606051939,MGL,False
JAX,201704060610,ENH,False
JAX,201709110602,MGL,True
JAX,201605191945,GNT,False
JAX,201709102039,SLT,False
JAX,201706061806,MGL,True
JAX,201705241044,MGL,False
JAX,201705241347,ENH,False
JAX,201705241407,ENH,False
JAX,201709102342,SLT,True
JAX,201701230007,HIG,False
JAX,201705241329,ENH,False
JAX,201705241018,MGL,False
JAX,201701222356,MOD,False
JAX,201709101728,SLT,False
JAX,201709110010,SLT,False
JAX,201506011838,MGL,False
JAX,201709101619,SLT,False
JAX,201701230025,HIG,False
JAX,201709102336,SLT,False
JAX,201606062057,SLT,False
JAX,201701222338,HIG,False
MLB,201701222355,MOD,False
JAX,201701222313,MOD,False
MLB,201701222344,MOD,False
MLB,201709110134,SLT,False
MLB,201709102145,SLT,False
MLB,201701230029,MOD,False
MLB,201601221646,SLT,False
MLB,201709110235,ENH,False
MLB,201609011939,MGL,False
MLB,201709110251,ENH,False
MLB,201709110119,ENH,False
MLB,201709102258,ENH,True
MLB,201709102112,ENH,True
MLB,201701230051,MOD,False
MLB,201709110221,ENH,False
MLB,201709110145,ENH,True
MLB,201709102009,ENH,True
MLB,201709102152,ENH,False
MLB,201709110040,ENH,False
MLB,201701230307,ENH,False
MLB,201709101512,ENH,True
MLB,201709101501,ENH,True
MLB,201709101319,ENH,True
MLB,201602160847,MGL,False
MLB,201709101837,ENH,False
MLB,201709110101,ENH,True
MLB,201710020051,GNT,False
MLB,201708182252,GNT,True
MLB,201709101915,ENH,False
MLB,201701230228,ENH,False
